ActivityNumber,ActivityName,SeasonName,Status,CategoryName,Community Center,NumberEnrolled,BeginningDate,EndingDate,StartingTime,EndingTime,Minimum Age,Maximum Age,Day(s),NumberOfHours,NumberOfDates,Fee
212.1.0607,Piano Keyboard (Continuing),Summer 2013,Closed,Music & Theater Arts,Berryessa Community Center,8,2013-06-22T00:00:00,2013-08-24T00:00:00,10:40:00,11:25:00,6,12,Sa,7.5,10,151
212.1.0608,Piano Mozart Masters,Summer 2013,Cancelled,Music & Theater Arts,Berryessa Community Center,0,2013-06-22T00:00:00,2013-08-24T00:00:00,09:00:00,09:45:00,4,5,Sa,0,0,151
382.1.0636,Drumming (Intermediate),Summer 2013,Cancelled,Music & Theater Arts,Camden Community Center,0,2013-06-22T00:00:00,2013-08-24T00:00:00,11:30:00,12:15:00,6,12,Sa,0,0,165
382.1.0637,Drumming for Beginners,Summer 2013,Cancelled,Music & Theater Arts,Camden Community Center,0,2013-06-22T00:00:00,2013-08-24T00:00:00,10:40:00,11:25:00,6,12,Sa,0,0,165
382.1.0635,Guitar  (Intermediate),Summer 2013,Cancelled,Music & Theater Arts,Camden Community Center,0,2013-06-22T00:00:00,2013-08-24T00:00:00,09:00:00,09:45:00,6,12,Sa,0,0,165
382.1.0634,Guitar for Beginners,Summer 2013,Cancelled,Music & Theater Arts,Camden Community Center,0,2013-06-22T00:00:00,2013-08-24T00:00:00,09:50:00,10:35:00,6,12,Sa,0,0,165
382.1.0630,Piano Keyboard (Beginner),Summer 2013,Closed,Music & Theater Arts,Camden Community Center,6,2013-06-18T00:00:00,2013-08-27T00:00:00,15:30:00,16:15:00,6,12,Tu,8.25,11,165
382.1.0631,Piano Keyboard Semi Private Level 2 & Up,Summer 2013,Cancelled,Music & Theater Arts,Camden Community Center,0,2013-06-18T00:00:00,2013-08-27T00:00:00,17:10:00,17:55:00,6,12,Tu,0,0,235
382.1.0632,Piano Keyboard Semi-Private Level 2 & Up,Summer 2013,Closed,Music & Theater Arts,Camden Community Center,4,2013-06-18T00:00:00,2013-08-27T00:00:00,16:20:00,17:05:00,6,12,Tu,8.25,11,235
294.1.0631,Piano Keyboard (Beginner),Summer 2013,Cancelled,Music & Theater Arts,Cypress Community & Senior Center,0,2013-06-19T00:00:00,2013-08-28T00:00:00,15:15:00,16:00:00,6,12,W,0,0,165
294.1.0632,Piano Keyboard (Continuing),Summer 2013,Closed,Music & Theater Arts,Cypress Community & Senior Center,8,2013-06-19T00:00:00,2013-08-28T00:00:00,16:05:00,16:50:00,6,12,W,8.25,11,165
294.1.0633,Piano Keyboard (Continuing),Summer 2013,Cancelled,Music & Theater Arts,Cypress Community & Senior Center,0,2013-06-19T00:00:00,2013-08-28T00:00:00,16:55:00,17:40:00,6,12,W,0,0,165
420.1.0610,Guitar Level 1,Summer 2013,Cancelled,Music & Theater Arts,Emma Prusch Farm Park,0,2013-07-17T00:00:00,2013-08-21T00:00:00,16:35:00,17:20:00,6,12,W,4.5,6,84
420.1.0611,Guitar Level 2,Summer 2013,Cancelled,Music & Theater Arts,Emma Prusch Farm Park,0,2013-07-17T00:00:00,2013-08-21T00:00:00,15:45:00,16:30:00,6,12,W,4.5,6,84
420.1.0600,Piano Keyboard Level 1,Summer 2013,Cancelled,Music & Theater Arts,Emma Prusch Farm Park,0,2013-06-07T00:00:00,2013-07-12T00:00:00,16:35:00,17:20:00,6,12,F,4.5,6,84
420.1.0601,Piano Keyboard Level 1,Summer 2013,Cancelled,Music & Theater Arts,Emma Prusch Farm Park,0,2013-07-26T00:00:00,2013-08-30T00:00:00,16:35:00,17:20:00,6,12,F,4.5,6,84
420.1.0602,Piano Keyboard Level 2 & up,Summer 2013,Cancelled,Music & Theater Arts,Emma Prusch Farm Park,0,2013-06-07T00:00:00,2013-07-12T00:00:00,15:45:00,16:30:00,6,12,F,4.5,6,84
420.1.0603,Piano Keyboard Level 2 & up,Summer 2013,Cancelled,Music & Theater Arts,Emma Prusch Farm Park,0,2013-07-26T00:00:00,2013-08-30T00:00:00,15:45:00,16:30:00,6,12,F,4.5,6,84
214.1.0619,Drumming (Intermediate),Summer 2013,Cancelled,Music & Theater Arts,Evergreen Community Center,0,2013-06-21T00:00:00,2013-08-30T00:00:00,18:15:00,19:00:00,6,12,F,0,0,165
214.1.0618,Drumming for Beginners,Summer 2013,Closed,Music & Theater Arts,Evergreen Community Center,6,2013-06-21T00:00:00,2013-08-30T00:00:00,19:05:00,19:50:00,6,12,F,9,12,165
214.1.0630,Drumming for Beginners,Summer 2013,Closed,Music & Theater Arts,Evergreen Community Center,6,2013-06-21T00:00:00,2013-08-30T00:00:00,18:15:00,19:00:00,6,12,F,9,12,165
214.1.0600,Guitar - Beginner,Summer 2013,Closed,Music & Theater Arts,Evergreen Community Center,12,2013-06-18T00:00:00,2013-07-23T00:00:00,16:15:00,17:15:00,7,14,Tu,6,6,65
214.1.0601,Guitar - Intermediate,Summer 2013,Closed,Music & Theater Arts,Evergreen Community Center,12,2013-06-18T00:00:00,2013-07-23T00:00:00,17:30:00,18:30:00,7,14,Tu,6,6,65
214.1.0627,Piano Beethoven Beginners,Summer 2013,Closed,Music & Theater Arts,Evergreen Community Center,6,2013-06-22T00:00:00,2013-08-24T00:00:00,10:25:00,11:10:00,4,5,Sa,7.5,10,151
214.1.0610,Piano Keyboard (Beginner),Summer 2013,Closed,Music & Theater Arts,Evergreen Community Center,8,2013-06-21T00:00:00,2013-08-30T00:00:00,15:45:00,16:30:00,6,12,F,8.25,11,165
214.1.0620,Piano Keyboard (Beginner),Summer 2013,Closed,Music & Theater Arts,Evergreen Community Center,8,2013-06-22T00:00:00,2013-08-24T00:00:00,09:35:00,10:20:00,6,12,Sa,7.5,10,151
214.1.0628,Piano Keyboard (Beginner),Summer 2013,Closed,Music & Theater Arts,Evergreen Community Center,7,2013-06-22T00:00:00,2013-08-24T00:00:00,11:15:00,12:00:00,6,12,Sa,7.5,10,151
214.1.0611,Piano Keyboard (Continuing),Summer 2013,Closed,Music & Theater Arts,Evergreen Community Center,8,2013-06-21T00:00:00,2013-08-30T00:00:00,16:35:00,17:20:00,6,12,F,8.25,11,165
214.1.0612,Piano Keyboard (Continuing),Summer 2013,Closed,Music & Theater Arts,Evergreen Community Center,5,2013-06-21T00:00:00,2013-08-30T00:00:00,17:25:00,18:10:00,6,12,F,8.25,11,165
214.1.0613,Piano Keyboard (Continuing),Summer 2013,Cancelled,Music & Theater Arts,Evergreen Community Center,0,2013-06-21T00:00:00,2013-08-30T00:00:00,18:15:00,19:00:00,6,12,F,0,0,165
214.1.0616,Piano Keyboard (Continuing),Summer 2013,Closed,Music & Theater Arts,Evergreen Community Center,7,2013-06-21T00:00:00,2013-08-30T00:00:00,16:35:00,17:20:00,6,12,F,8.25,11,165
214.1.0617,Piano Keyboard (Continuing),Summer 2013,Cancelled,Music & Theater Arts,Evergreen Community Center,0,2013-06-21T00:00:00,2013-08-30T00:00:00,17:25:00,18:10:00,6,12,F,0,0,165
214.1.0621,Piano Keyboard (Continuing),Summer 2013,Closed,Music & Theater Arts,Evergreen Community Center,6,2013-06-22T00:00:00,2013-08-24T00:00:00,08:45:00,09:30:00,6,12,Sa,7.5,10,151
214.1.0622,Piano Keyboard (Continuing),Summer 2013,Closed,Music & Theater Arts,Evergreen Community Center,8,2013-06-22T00:00:00,2013-08-24T00:00:00,10:25:00,11:10:00,6,12,Sa,7.5,10,151
214.1.0623,Piano Keyboard (Continuing),Summer 2013,Closed,Music & Theater Arts,Evergreen Community Center,7,2013-06-22T00:00:00,2013-08-24T00:00:00,11:15:00,12:00:00,6,12,Sa,7.5,10,151
214.1.0625,Piano Keyboard (Continuing),Summer 2013,Closed,Music & Theater Arts,Evergreen Community Center,8,2013-06-22T00:00:00,2013-08-24T00:00:00,08:45:00,09:30:00,6,12,Sa,7.5,10,151
214.1.0629,Piano Keyboard (Continuing),Summer 2013,Cancelled,Music & Theater Arts,Evergreen Community Center,0,2013-06-22T00:00:00,2013-08-24T00:00:00,12:05:00,12:50:00,6,12,Sa,0,0,151
214.1.0624,Piano Keyboard Semi Private Level 2 & Up,Summer 2013,Closed,Music & Theater Arts,Evergreen Community Center,3,2013-06-22T00:00:00,2013-08-24T00:00:00,12:05:00,12:50:00,6,12,Sa,7.5,10,214
214.1.0626,Piano Mozart Masters- Book 2 and up,Summer 2013,Closed,Music & Theater Arts,Evergreen Community Center,4,2013-06-22T00:00:00,2013-08-24T00:00:00,09:35:00,10:20:00,4,5,Sa,7.5,10,151
231.1.0601,Guitar for Beginners,Summer 2013,Cancelled,Music & Theater Arts,Seven Trees Community Center,0,2013-06-20T00:00:00,2013-08-15T00:00:00,16:00:00,16:45:00,6,12,Th,6,8,97
231.1.0605,Piano Keyboard (Beginner),Summer 2013,Closed,Music & Theater Arts,Seven Trees Community Center,8,2013-06-25T00:00:00,2013-08-13T00:00:00,15:10:00,15:55:00,6,12,Tu,6,8,97
231.1.0608,Piano Keyboard (Beginner),Summer 2013,Closed,Music & Theater Arts,Seven Trees Community Center,8,2013-06-25T00:00:00,2013-08-13T00:00:00,17:40:00,18:25:00,6,12,Tu,6,8,97
231.1.0606,Piano Keyboard (Continuing),Summer 2013,Closed,Music & Theater Arts,Seven Trees Community Center,3,2013-06-25T00:00:00,2013-08-13T00:00:00,16:00:00,16:45:00,6,12,Tu,6,8,97
231.1.0607,Piano Keyboard (Continuing),Summer 2013,Closed,Music & Theater Arts,Seven Trees Community Center,5,2013-06-25T00:00:00,2013-08-13T00:00:00,16:50:00,17:35:00,6,12,Tu,6,8,97
216.1.0600,Piano Keyboard (Beginner),Summer 2013,Closed,Music & Theater Arts,Southside Community Center,8,2013-06-17T00:00:00,2013-08-26T00:00:00,15:30:00,16:15:00,6,12,M,8.25,11,165
216.1.0602,Piano Keyboard (Beginner),Summer 2013,Closed,Music & Theater Arts,Southside Community Center,8,2013-06-17T00:00:00,2013-08-26T00:00:00,17:10:00,17:55:00,6,12,M,8.25,11,165
216.1.0601,Piano Keyboard (Continuing),Summer 2013,Closed,Music & Theater Arts,Southside Community Center,8,2013-06-17T00:00:00,2013-08-26T00:00:00,16:20:00,17:05:00,6,12,M,8.25,11,165
216.1.0603,Piano Keyboard (Continuing),Summer 2013,Closed,Music & Theater Arts,Southside Community Center,8,2013-06-17T00:00:00,2013-08-26T00:00:00,18:00:00,18:45:00,6,12,M,8.25,11,165
216.1.0604,Piano Keyboard Semi-Private Level 2 & Up,Summer 2013,Closed,Music & Theater Arts,Southside Community Center,4,2013-06-17T00:00:00,2013-08-26T00:00:00,18:50:00,19:35:00,6,12,M,8.25,11,235
233.1.0632,Fairy Tale Theatre,Summer 2013,Cancelled,Music & Theater Arts,Willow Glen Community Center,0,2013-06-08T00:00:00,2013-07-13T00:00:00,10:00:00,11:00:00,4,5,Sa,6,6,62
233.1.0600,Piano Beethoven Beginners,Summer 2013,Cancelled,Music & Theater Arts,Willow Glen Community Center,0,2013-06-22T00:00:00,2013-08-10T00:00:00,09:00:00,09:45:00,4,5,Sa,0,0,122
233.1.0602,Piano Keyboard (Beginner),Summer 2013,Cancelled,Music & Theater Arts,Willow Glen Community Center,0,2013-06-22T00:00:00,2013-08-10T00:00:00,10:40:00,11:25:00,6,12,Sa,0,0,122
233.1.0613,Piano Keyboard (Continuing),Summer 2013,Cancelled,Music & Theater Arts,Willow Glen Community Center,0,2013-06-22T00:00:00,2013-08-10T00:00:00,11:30:00,12:15:00,6,12,Sa,0,0,122
233.1.0622,Piano Mozart Masters,Summer 2013,Cancelled,Music & Theater Arts,Willow Glen Community Center,0,2013-06-22T00:00:00,2013-08-10T00:00:00,09:50:00,10:35:00,4,5,Sa,0,0,122
252.1.0701,Dog Obedience,Summer 2013,Closed,Specialty,Almaden Community Center,3,2013-06-17T00:00:00,2013-08-19T00:00:00,18:30:00,19:30:00,12,0,M,10,10,85
252.1.0704,Magic for Kids,Summer 2013,Closed,Specialty,Almaden Community Center,5,2013-06-27T00:00:00,2013-08-15T00:00:00,17:30:00,18:30:00,7,12,Th,7,7,86
353.1.0702,Beginning Fishing(Catch and Release),Summer 2013,Cancelled,Specialty,Almaden Lake Park,0,2013-06-22T00:00:00,2013-07-13T00:00:00,08:30:00,10:00:00,7,15,Sa,6,4,85
353.1.0701,Dog Obedience,Summer 2013,Closed,Specialty,Almaden Lake Park,13,2013-06-19T00:00:00,2013-07-24T00:00:00,18:30:00,19:30:00,12,0,W,6,6,68
382.1.0710,Dog Obedience,Summer 2013,Cancelled,Specialty,Camden Community Center,0,2013-07-16T00:00:00,2013-08-20T00:00:00,19:00:00,20:00:00,12,99,Tu,0,0,67
420.1.0700,Animal Adventures,Summer 2013,Closed,Specialty,Emma Prusch Farm Park,3,2013-08-10T00:00:00,2013-08-10T00:00:00,10:00:00,11:00:00,3,99,Sa,1,1,12
420.1.0701,Bread Making Basics,Summer 2013,Cancelled,Specialty,Emma Prusch Farm Park,0,2013-08-10T00:00:00,2013-08-10T00:00:00,11:00:00,12:30:00,15,100,Sa,1.5,1,27
420.1.0702,Cheese Making Class,Summer 2013,Closed,Specialty,Emma Prusch Farm Park,15,2013-07-13T00:00:00,2013-07-13T00:00:00,09:30:00,11:00:00,5,100,Sa,1.5,1,27
420.1.0704,Farm Tour,Summer 2013,Closed,Specialty,Emma Prusch Farm Park,3,2013-07-06T00:00:00,2013-07-06T00:00:00,11:00:00,12:00:00,3,99,Sa,1,1,10
420.1.0705,Farm Tour,Summer 2013,Cancelled,Specialty,Emma Prusch Farm Park,0,2013-08-03T00:00:00,2013-08-03T00:00:00,11:00:00,12:00:00,3,99,Sa,1,1,10
420.1.0706,Feed the Farm Animals,Summer 2013,Closed,Specialty,Emma Prusch Farm Park,9,2013-07-06T00:00:00,2013-07-06T00:00:00,09:00:00,10:00:00,3,99,Sa,1,1,10
420.1.0707,Feed the Farm Animals,Summer 2013,Closed,Specialty,Emma Prusch Farm Park,6,2013-08-03T00:00:00,2013-08-03T00:00:00,09:00:00,10:00:00,3,99,Sa,1,1,10
420.1.0708,Garden Chores,Summer 2013,Closed,Specialty,Emma Prusch Farm Park,2,2013-06-29T00:00:00,2013-06-29T00:00:00,09:30:00,10:30:00,3,99,Sa,1,1,10
420.1.0709,Garden Chores,Summer 2013,Cancelled,Specialty,Emma Prusch Farm Park,0,2013-08-24T00:00:00,2013-08-24T00:00:00,09:30:00,10:30:00,3,99,Sa,1,1,10
420.1.0711,Pizza A La Prusch,Summer 2013,Cancelled,Specialty,Emma Prusch Farm Park,0,2013-06-22T00:00:00,2013-06-22T00:00:00,10:00:00,12:00:00,5,100,Sa,2,1,28
420.1.0710,Prusch Farm Overnight Adventure,Summer 2013,Closed,Specialty,Emma Prusch Farm Park,3,2013-07-20T00:00:00,2013-07-20T00:00:00,18:00:00,10:00:00,5,12,Sa,16,1,36
420.1.0715,Saturday Adventure at the Farm,Summer 2013,Closed,Specialty,Emma Prusch Farm Park,3,2013-06-29T00:00:00,2013-06-29T00:00:00,10:00:00,16:00:00,5,13,Sa,6,1,35
420.1.0716,Saturday Adventure at the Farm,Summer 2013,Closed,Specialty,Emma Prusch Farm Park,4,2013-07-13T00:00:00,2013-07-13T00:00:00,10:00:00,16:00:00,5,13,Sa,6,1,35
420.1.0717,Saturday Adventure at the Farm,Summer 2013,Closed,Specialty,Emma Prusch Farm Park,3,2013-07-27T00:00:00,2013-07-27T00:00:00,10:00:00,16:00:00,5,13,Sa,6,1,35
420.1.0718,Saturday Adventure at the Farm,Summer 2013,Closed,Specialty,Emma Prusch Farm Park,6,2013-08-10T00:00:00,2013-08-10T00:00:00,10:00:00,16:00:00,5,13,Sa,6,1,35
420.1.0719,Saturday Adventure at the Farm,Summer 2013,Closed,Specialty,Emma Prusch Farm Park,3,2013-08-24T00:00:00,2013-08-24T00:00:00,10:00:00,16:00:00,5,13,Sa,6,1,35
231.1.0701,Lil Chefs,Summer 2013,Cancelled,Specialty,Seven Trees Community Center,0,2013-07-10T00:00:00,2013-08-07T00:00:00,17:00:00,18:30:00,6,12,W,0,0,100
233.1.0700,Antiques: Seminar I,Summer 2013,Closed,Specialty,Willow Glen Community Center,21,2013-07-23T00:00:00,2013-07-30T00:00:00,10:00:00,13:00:00,18,0,Tu,6,2,34
233.1.0701,Dog Obedience-Beginning,Summer 2013,Cancelled,Specialty,Willow Glen Community Center,0,2013-06-20T00:00:00,2013-08-01T00:00:00,18:30:00,19:30:00,12,0,Th,0,0,85
252.1.0232,Badminton - Adult Open Play,Summer 2013,Closed,Sports,Almaden Community Center,13,2013-07-02T00:00:00,2013-07-30T00:00:00,19:00:00,21:00:00,16,0,Tu,10,5,25
252.1.0234,Badminton - Adult Open Play,Summer 2013,Closed,Sports,Almaden Community Center,14,2013-08-06T00:00:00,2013-09-03T00:00:00,19:00:00,21:00:00,16,0,Tu,10,5,25
252.1.0224,Gym Stars,Summer 2013,Closed,Sports,Almaden Community Center,9,2013-06-20T00:00:00,2013-08-15T00:00:00,17:00:00,17:55:00,7,12,Th,7.3330000000000001847411112976260483264923095703125,8,97
252.1.0225,Mini Gym Stars,Summer 2013,Closed,Sports,Almaden Community Center,7,2013-06-20T00:00:00,2013-08-15T00:00:00,12:00:00,12:55:00,3,6,Th,7.3330000000000001847411112976260483264923095703125,8,97
252.1.0226,Parent / Toddler Dance & Gym,Summer 2013,Closed,Sports,Almaden Community Center,15,2013-06-20T00:00:00,2013-08-15T00:00:00,11:00:00,11:55:00,1,3,Th,7.3330000000000001847411112976260483264923095703125,8,97
252.1.0810,Soccer 1,Summer 2013,Closed,Sports,Almaden Community Center,5,2013-06-20T00:00:00,2013-08-15T00:00:00,15:45:00,16:30:00,5,6,Th,6,8,102
252.1.0812,Soccer 1,Summer 2013,Closed,Sports,Almaden Community Center,12,2013-06-18T00:00:00,2013-08-06T00:00:00,17:05:00,17:50:00,5,6,Tu,6,8,102
252.1.0818,Soccer 1,Summer 2013,Closed,Sports,Almaden Community Center,15,2013-07-06T00:00:00,2013-08-24T00:00:00,15:35:00,16:20:00,5,6,Sa,6,8,102
252.1.0816,"Soccer, Mommy/Daddy & Me",Summer 2013,Closed,Sports,Almaden Community Center,13,2013-06-18T00:00:00,2013-08-06T00:00:00,18:00:00,18:30:00,2,3,Tu,4,8,102
252.1.0817,"Soccer, Mommy/Daddy & Me",Summer 2013,Closed,Sports,Almaden Community Center,13,2013-07-06T00:00:00,2013-08-24T00:00:00,11:15:00,11:45:00,2,3,Sa,4,8,102
252.1.0809,"Soccer, Pre-Soccer",Summer 2013,Closed,Sports,Almaden Community Center,5,2013-06-18T00:00:00,2013-08-06T00:00:00,15:35:00,16:10:00,4,5,Tu,4.6669999999999998152588887023739516735076904296875,8,102
252.1.0815,"Soccer, Pre-Soccer",Summer 2013,Closed,Sports,Almaden Community Center,10,2013-06-20T00:00:00,2013-08-15T00:00:00,17:25:00,18:00:00,4,5,Th,4.6669999999999998152588887023739516735076904296875,8,102
252.1.0819,"Soccer, Pre-Soccer",Summer 2013,Closed,Sports,Almaden Community Center,9,2013-07-06T00:00:00,2013-08-24T00:00:00,16:25:00,17:00:00,4,5,Sa,4.6669999999999998152588887023739516735076904296875,8,102
252.1.0811,"Soccer, Skillz & Scrimmages",Summer 2013,Cancelled,Sports,Almaden Community Center,0,2013-06-18T00:00:00,2013-06-18T00:00:00,16:15:00,17:00:00,7,10,Tu,0.75,1,114
252.1.0813,"Soccer, Skillz & Scrimmages",Summer 2013,Closed,Sports,Almaden Community Center,5,2013-06-20T00:00:00,2013-08-15T00:00:00,16:35:00,17:20:00,7,10,Th,6,8,114
252.1.0814,"Soccer, Skillz & Scrimmages",Summer 2013,Cancelled,Sports,Almaden Community Center,0,2013-07-06T00:00:00,2013-08-24T00:00:00,14:45:00,15:30:00,7,10,Sa,0,0,114
252.1.0801,"Soccer, Tot",Summer 2013,Closed,Sports,Almaden Community Center,8,2013-06-18T00:00:00,2013-08-06T00:00:00,15:00:00,15:30:00,3,4,Tu,4,8,102
252.1.0802,"Soccer, Tot",Summer 2013,Closed,Sports,Almaden Community Center,10,2013-06-20T00:00:00,2013-08-15T00:00:00,18:05:00,18:35:00,3,4,Th,4,8,102
252.1.0820,"Soccer, Tot",Summer 2013,Closed,Sports,Almaden Community Center,6,2013-07-06T00:00:00,2013-08-24T00:00:00,17:05:00,17:35:00,3,4,Sa,4,8,102
252.1.0831,Tennis - Mini,Summer 2013,Closed,Sports,Almaden Community Center,10,2013-06-22T00:00:00,2013-08-03T00:00:00,09:00:00,09:45:00,4,6,Sa,4.5,6,101
252.1.0832,Tennis Ralleyball 1,Summer 2013,Closed,Sports,Almaden Community Center,5,2013-06-22T00:00:00,2013-08-03T00:00:00,10:00:00,10:55:00,7,10,Sa,5.5,6,101
252.1.0833,Tennis Ralleyball 2,Summer 2013,Closed,Sports,Almaden Community Center,1,2013-06-22T00:00:00,2013-08-03T00:00:00,11:00:00,11:55:00,7,10,Sa,5.5,6,101
252.1.0825,"Tennis, Beginning",Summer 2013,Closed,Sports,Almaden Community Center,6,2013-06-22T00:00:00,2013-08-10T00:00:00,09:00:00,10:00:00,7,14,Sa,8,8,81
252.1.0826,"Tennis, Beginning",Summer 2013,Closed,Sports,Almaden Community Center,9,2013-06-22T00:00:00,2013-08-10T00:00:00,10:00:00,11:00:00,7,14,Sa,8,8,81
252.1.0827,"Tennis, Intermediate",Summer 2013,Cancelled,Sports,Almaden Community Center,0,2013-06-22T00:00:00,2013-08-10T00:00:00,15:00:00,16:00:00,8,14,Sa,0,0,81
353.1.0800,Introduction to Bocce,Summer 2013,Cancelled,Sports,Almaden Lake Park,0,2013-06-20T00:00:00,2013-06-20T00:00:00,18:00:00,19:00:00,5,12,Th,2,2,80
353.1.0804,"Soccer, Mommy/Daddy & Me",Summer 2013,Cancelled,Sports,Almaden Lake Park,0,2013-06-20T00:00:00,2013-08-15T00:00:00,11:10:00,11:40:00,2,3,Th,0,0,102
353.1.0803,"Soccer, Pre-Soccer",Summer 2013,Cancelled,Sports,Almaden Lake Park,0,2013-06-20T00:00:00,2013-08-15T00:00:00,10:25:00,11:00:00,4,5,Th,0,0,102
353.1.0802,"Soccer, Tot",Summer 2013,Cancelled,Sports,Almaden Lake Park,0,2013-06-20T00:00:00,2013-08-15T00:00:00,09:50:00,10:20:00,3,4,Th,0,0,102
212.1.0830,Karate (Kenpo) - Level 1,Summer 2013,Closed,Sports,Berryessa Community Center,23,2013-06-17T00:00:00,2013-08-12T00:00:00,17:30:00,18:20:00,5,14,M,6.6669999999999998152588887023739516735076904296875,8,90
212.1.0831,Karate (Kenpo) - Level 2/3,Summer 2013,Cancelled,Sports,Berryessa Community Center,0,2013-06-17T00:00:00,2013-06-17T00:00:00,16:30:00,17:20:00,5,14,M,0.8329999999999999626965063725947402417659759521484375,1,90
212.1.0800,Soccer 1,Summer 2013,Closed,Sports,Berryessa Community Center,10,2013-06-25T00:00:00,2013-08-13T00:00:00,16:25:00,17:10:00,5,6,Tu,6,8,102
212.1.0806,Soccer 1,Summer 2013,Closed,Sports,Berryessa Community Center,18,2013-07-06T00:00:00,2013-08-24T00:00:00,10:15:00,11:00:00,5,6,Sa,6,8,102
212.1.0807,Soccer 1,Summer 2013,Closed,Sports,Berryessa Community Center,8,2013-07-06T00:00:00,2013-08-24T00:00:00,11:05:00,11:50:00,5,6,Sa,6,8,102
212.1.0809,"Soccer, Mommy/Daddy & Me",Summer 2013,Closed,Sports,Berryessa Community Center,20,2013-06-25T00:00:00,2013-08-13T00:00:00,18:35:00,19:05:00,2,3,Tu,4,8,102
212.1.0801,"Soccer, Pre-Soccer",Summer 2013,Closed,Sports,Berryessa Community Center,12,2013-06-25T00:00:00,2013-08-13T00:00:00,17:15:00,17:50:00,4,5,Tu,4.6669999999999998152588887023739516735076904296875,8,102
